id,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127
vec-183,-0.680337,-0.868654,0.73957,0.438834,0.729675,-0.334321,0.958082,-0.585241,-0.620817,-0.286926,0.078237,0.176125,-0.156036,-0.120537,-0.700098,-0.260765,-0.270508,-0.521169,-0.50507,0.312267,0.540927,0.01836,-0.435423,-0.224207,0.318916,-0.811471,0.810843,0.400798,-0.329698,-0.913371,0.362639,0.078852,-0.464631,-0.149355,0.096106,0.209505,-0.583965,0.629575,0.552736,-0.98708,0.577386,-0.318055,-0.684819,0.651464,-0.642461,0.5079,-0.140005,0.120351,0.294698,-0.489907,-0.860735,-0.258049,0.477305,-0.87754,-0.36013,0.749576,-0.258767,-0.400352,-0.787009,-0.522894,0.607584,-0.065769,-0.619113,0.830532,0.070342,0.128606,-0.056197,0.772002,0.68474,0.277817,0.531051,-0.552479,0.730058,0.689222,0.900262,0.586716,-0.061715,0.839708,0.900253,-0.768093,0.757639,0.002525,-0.719583,-0.743457,0.464976,0.304946,0.843083,-0.603161,0.560466,-0.877043,-0.114829,-0.834112,-0.853633,0.654561,0.432656,-0.442684,-0.613076,0.350271,-0.02228,0.776896,0.928624,-0.302402,0.317294,0.697533,0.383479,-0.105929,-0.060698,0.514783,0.668437,0.567406,0.806582,0.869351,0.355711,0.165128,-0.050526,-0.247604,0.419553,-0.130995,0.543761,-0.194728,-0.089482,-0.408009,0.214511,0.446859,-0.244745,0.709389,-0.610457,0.557957
vec-184,-0.967844,0.229987,-0.266709,-0.677046,0.64824,-0.436902,-0.723181,0.348928,0.364302,-0.270941,0.560663,0.248286,0.914376,-0.635402,0.675577,0.158911,0.520478,-0.512246,0.247534,-0.97343,-0.957498,0.386559,-0.043518,-0.513507,-0.899862,-0.771965,-0.014316,0.28108,-0.771421,0.815746,-0.342494,0.490443,-0.807635,-0.861514,0.417678,0.819061,-0.161882,-0.93854,-0.934607,-0.197349,0.12105,0.435536,0.338849,0.689391,0.81947,0.195747,0.727034,0.837028,-0.593384,-0.362711,0.0152,0.42746,-0.283687,0.788862,0.200246,-0.784406,0.14091,-0.056013,-0.817421,-0.495702,-0.515068,0.792493,0.010715,-0.173665,0.267141,0.706128,0.357557,-0.51987,-0.688467,0.753193,-0.816762,0.989829,-0.01029,-0.722582,0.314799,-0.153435,-0.707495,0.036895,-0.379244,0.077452,-0.472261,0.777943,0.803283,0.977003,-0.00388,-0.742929,-0.994773,0.621688,0.378412,0.469275,0.315658,-0.958418,-0.217754,-0.900741,-0.391612,0.492566,0.579821,-0.360741,0.178457,0.118957,-0.324159,-0.583057,-0.713518,0.754823,-0.198711,0.303405,0.459266,0.758216,0.392148,-0.603705,-0.531056,0.797201,0.690031,0.819152,-0.237221,0.425537,0.665212,-0.598455,-0.974273,0.814149,-0.886271,-0.924567,-0.89517,0.641511,0.177289,-0.868067,-0.113265,-0.772084
vec-185,-0.992897,0.881025,0.707216,0.063389,-0.91029,0.053455,0.964794,-0.538718,0.398041,-0.442642,-0.329794,0.761562,0.200273,-0.640579,0.365886,0.243275,-0.53977,0.846925,0.412554,0.266714,-0.165682,-0.822959,0.540629,-0.212184,0.067579,0.285394,0.02369,0.621549,-0.719339,-0.725789,0.270379,0.039826,-0.30242,0.968284,0.522064,-0.3938,-0.082272,0.394815,-0.487131,-0.084003,-0.992508,-0.305035,0.435615,-0.8527,0.656418,0.995731,-0.927328,-0.302297,0.09696,-0.575818,0.55951,-0.510986,0.724036,-0.134699,0.859737,0.209321,0.237468,-0.419568,-0.720984,0.115399,0.974871,0.493992,-0.720138,-0.155619,-0.534439,0.997396,0.466893,-0.288043,-0.942437,0.456947,-0.188928,-0.028356,-0.042128,0.733548,0.018174,-0.042568,0.739466,-0.749469,0.061541,0.620983,-0.566512,0.853674,-0.135116,0.051929,0.329603,-0.28493,-0.824437,0.309481,0.758196,0.564634,-0.67707,0.848637,-0.656205,-0.682169,-0.149772,-0.130037,0.029446,0.38226,-0.977614,0.398474,-0.610568,0.287163,-0.828749,-0.209653,0.634046,-0.661984,0.100594,0.281648,0.351957,0.428251,0.934912,-0.998648,-0.417132,0.167464,0.616847,0.131201,-0.787655,-0.353082,0.244974,-0.039455,-0.695412,-0.354568,0.206523,-0.007989,-0.407228,0.098089,-0.624078,0.114087
vec-186,0.919184,0.064402,-0.365824,0.848555,0.836912,0.882381,-0.418182,0.546413,-0.781279,0.894449,-0.224937,-0.034308,0.165425,0.143314,0.906795,-0.72185,0.914532,0.725944,0.734805,-0.298162,-0.814375,0.065754,-0.839442,-0.771698,0.953991,0.051164,-0.921244,0.746075,-0.277878,-0.912826,0.436799,-0.632729,-0.460461,0.408012,-0.638106,0.895788,0.122356,0.777987,-0.300838,-0.073889,-0.900421,-0.534171,-0.966679,-0.717408,-0.607646,-0.753018,0.462173,-0.700149,0.26724,-0.872384,0.014352,0.671226,-0.927742,-0.449526,0.143241,0.938078,-0.197,0.286256,-0.310741,0.990927,-0.675898,0.701964,-0.183851,-0.578359,-0.761868,0.121587,-0.231116,0.772871,-0.97272,0.904451,0.277877,-0.960374,-0.727797,-0.476642,-0.654478,-0.230211,0.421171,-0.722214,0.403498,0.148435,-0.27304,-0.060853,0.58521,0.270113,0.988285,0.394572,-0.346737,0.768259,0.380759,0.613519,0.52528,-0.389849,0.892074,0.922062,-0.265043,-0.183987,0.553946,-0.007924,-0.900601,-0.239141,0.806436,0.577972,-0.276226,-0.392142,0.879489,-0.56226,-0.339387,-0.868833,-0.238366,-0.141725,0.097946,0.072918,0.645443,-0.292128,0.747997,-0.602747,0.495077,-0.464664,-0.603402,-0.406653,0.482819,-0.542718,0.879557,-0.293653,0.094065,-0.142081,-0.679958,-0.167018
vec-187,-0.010953,-0.131647,-0.216726,-0.400573,-0.37362,-0.691485,0.721353,0.622808,-0.054475,0.04905,-0.990849,0.015785,0.217896,-0.512594,0.546279,0.300889,0.542907,0.220168,-0.563114,0.658241,-0.496355,-0.51229,0.950794,-0.138753,0.194126,-0.325567,0.071144,-0.287938,0.526318,0.580891,-0.361745,-0.880853,0.989052,-0.936238,-0.650263,-0.46172,-0.073038,0.465633,-0.983619,-0.084229,-0.439272,0.835532,0.516317,0.516974,0.134289,0.393886,-0.106327,0.829357,-0.019955,-0.716243,0.944219,-0.370535,0.269872,0.844172,0.333909,0.938988,-0.990426,0.124456,-0.942845,-0.15658,-0.329835,0.985614,-0.780123,-0.923097,-0.734689,0.394404,-0.990269,0.984914,-0.953681,-0.630017,0.124654,-0.376696,-0.313165,0.769437,-0.721462,-0.07201,-0.470353,0.36756,0.344671,-0.534919,-0.552406,-0.017058,0.716945,0.516865,-0.623819,0.594974,0.449767,-0.798859,-0.715528,0.313641,0.152209,-0.450458,0.737875,-0.19779,-0.630699,-0.078562,-0.471615,0.102721,0.680986,-0.239392,-0.633643,0.335676,-0.777981,-0.897775,-0.273045,-0.553111,-0.615122,0.429825,-0.299805,-0.414889,0.90912,-0.480912,0.513198,0.953598,0.596373,0.647594,0.251619,0.169201,-0.351642,-0.843215,0.331124,0.846319,-0.31196,-0.285042,0.511598,-0.560161,-0.092489,-0.937499
vec-188,0.529738,-0.728575,-0.627046,0.690402,-0.168534,-0.600407,-0.115476,-0.229458,0.995375,-0.719206,-0.826262,-0.365079,-0.048745,0.926645,0.438284,0.524993,0.494327,0.522101,-0.485344,-0.796993,0.506515,-0.942505,-0.484923,-0.762943,0.951414,0.310005,-0.21549,-0.971769,0.242873,-0.881578,0.14204,-0.832327,0.664516,-0.519002,0.580199,-0.530257,0.236933,-0.327946,-0.852493,0.489463,0.88205,-0.378471,-0.935028,-0.34014,0.231091,0.180346,-0.714323,0.641778,0.828759,0.407798,-0.162454,-0.544872,0.607658,0.895286,0.904537,-0.569374,0.563289,0.655569,0.062032,0.112107,0.914539,-0.382847,-0.311687,0.87152,0.315141,0.300426,-0.885631,-0.261405,0.63182,-0.198524,-0.267464,0.718042,-0.710495,-0.648592,0.444704,-0.785866,-0.489297,-0.057239,0.534217,-0.116873,-0.066883,0.212757,-0.872153,0.436671,-0.414391,-0.951434,-0.429525,-0.482478,0.7906,0.042675,0.414496,0.293794,-0.502537,0.765865,-0.254976,0.830703,-0.830887,-0.92373,0.306348,-0.686434,0.962645,-0.032382,-0.762595,0.285034,-0.358614,-0.184,0.36664,-0.770615,0.346293,-0.064601,-0.746986,0.8065,0.919889,0.617796,0.819404,-0.572741,-0.676553,-0.776915,-0.145279,0.370617,-0.833238,-0.89285,0.006839,-0.542824,0.237106,-0.686538,0.187408,-0.507629
vec-189,0.1344,-0.848968,-0.355474,-0.564338,-0.078981,0.556028,-0.772183,-0.94619,-0.726182,0.02769,-0.097558,-0.998042,0.286939,-0.307486,0.189714,0.237501,0.457991,-0.25368,-0.607007,-0.491409,-0.364408,-0.979295,0.976384,-0.988243,0.552227,-0.245433,0.613833,-0.511928,-0.011265,0.225836,0.774109,0.489552,-0.380643,-0.30756,-0.88942,0.188891,0.005998,-0.094822,-0.206798,-0.524521,0.558223,-0.455599,0.209174,0.437653,-0.588569,-0.183826,0.379547,0.35884,-0.404805,-0.862385,0.421967,-0.707609,0.577615,0.083407,-0.807483,-0.848966,-0.512826,0.098921,-0.735675,-0.654954,-0.903064,0.500685,-0.799743,-0.510866,-0.249406,-0.7989,-0.378991,-0.702205,-0.80292,0.070834,0.09381,-0.276676,-0.527908,-0.936947,0.100347,-0.606026,0.462408,0.762968,0.344237,0.045944,0.44733,0.27435,-0.555473,0.682192,-0.524882,0.130681,0.335129,-0.828093,0.876823,-0.042232,-0.508934,-0.239249,-0.974739,0.498172,0.185022,-0.387487,-0.027816,-0.035715,-0.907654,-0.95373,-0.741197,-0.486042,0.434543,0.561087,0.933047,0.826649,-0.086496,-0.132597,-0.462011,-0.269632,0.588554,0.588912,0.342584,0.6759,-0.358718,-0.639393,-0.082444,0.058173,-0.838146,-0.779742,0.562161,0.50695,0.244432,0.597095,-0.392136,-0.480917,-0.273263,0.211016
vec-190,-0.716464,-0.209144,-0.323137,0.645405,0.20008,-0.092961,-0.002967,-0.527345,-0.107706,0.368711,-0.767342,0.510497,0.002052,-0.169453,-0.717267,-0.148686,0.169309,-0.198416,-0.731056,-0.19655,0.658362,0.847333,-0.118761,-0.562483,-0.949481,-0.273087,-0.585054,-0.803109,0.088941,0.704145,-0.044345,-0.427009,0.985506,-0.668253,-0.72042,0.374781,0.855259,0.52285,-0.42262,-0.238438,-0.862305,-0.405761,-0.218035,-0.237474,-0.011522,-0.590413,-0.563175,-0.406286,0.359953,-0.856763,-0.085842,0.558271,0.368396,-0.651768,0.341885,-0.250813,-0.408957,-0.546472,0.201931,0.9807,0.474244,-0.585582,0.846164,-0.476136,-0.945574,-0.499496,-0.373613,0.077296,0.130753,0.18631,0.804788,0.853945,-0.567099,0.102413,0.558819,-0.537347,-0.943386,0.082567,-0.027157,0.206703,0.281393,-0.196871,-0.545974,0.685879,0.531016,0.153306,-0.63775,0.904177,0.558929,0.413894,0.89608,-0.77277,0.287698,-0.034891,-0.884698,-0.340339,-0.553892,-0.871172,0.815686,-0.900241,0.485654,0.371182,0.158019,-0.836088,-0.096675,-0.743435,-0.686244,-0.040372,0.037188,-0.959155,0.072947,-0.1073,0.166778,0.977803,-0.199043,-0.893143,0.654767,-0.330668,-0.103601,0.225644,0.580117,0.454358,0.312338,0.665262,-0.045871,-0.430281,0.228601,0.248564
vec-191,-0.88624,-0.67754,0.736498,-0.787089,-0.751522,-0.441681,0.707335,0.581055,0.97569,-0.288108,0.475539,0.105784,0.069074,-0.795989,0.880972,0.935801,-0.134663,-0.014968,0.263685,0.369423,0.915138,0.413132,-0.187235,-0.513492,0.986307,-0.599767,-0.811763,0.192755,0.96214,-0.266953,-0.295202,0.635952,0.489693,0.506589,-0.793289,0.193367,0.217605,-0.564163,0.827712,0.014233,-0.82264,0.67836,-0.577482,0.705891,0.421055,0.296541,0.774119,-0.892896,0.060803,0.895519,0.395399,-0.772343,-0.585637,0.646596,-0.000818,-0.147964,-0.012497,-0.62295,0.366536,-0.656519,-0.221965,0.604951,0.382106,-0.156817,-0.758931,0.675157,-0.846237,0.22784,0.053767,-0.464478,-0.926738,0.695769,-0.379055,0.204103,-0.887435,-0.047557,-0.673316,-0.285486,-0.408293,0.031777,-0.334183,-0.550185,0.389689,0.807611,0.640658,-0.53116,0.195404,0.171993,0.517009,-0.752675,-0.036342,-0.443097,0.465036,0.207513,-0.691746,0.821552,0.554391,0.783952,-0.788317,0.617444,-0.86052,0.200398,0.479533,-0.354657,0.761169,-0.866462,0.478108,0.96291,0.89736,-0.491878,-0.012938,-0.158056,-0.640992,0.870117,0.637801,0.982915,0.413337,-0.188368,-0.925355,0.392427,-0.20967,0.142897,-0.47776,-0.483584,0.649629,0.446656,0.109717,-0.363322
vec-192,-0.812368,-0.220776,0.551962,0.206215,-0.982646,0.543625,-0.059413,-0.200114,0.322955,-0.32465,0.915866,-0.907717,0.174287,0.391527,-0.388292,0.763859,0.15859,-0.070372,0.259276,0.829333,-0.935779,0.970543,0.222558,0.732487,0.405236,-0.078195,0.272102,0.784071,-0.342756,0.891416,0.851459,-0.162926,0.016445,-0.866915,-0.587608,0.925982,-0.059063,0.868611,-0.094357,-0.043562,-0.727829,-0.042356,-0.547274,-0.412531,-0.97759,0.839763,-0.38874,0.300912,0.292679,0.469951,0.890193,-0.811885,0.233459,0.759118,0.678972,-0.540932,0.618756,-0.176411,0.824725,-0.630345,-0.530623,-0.374657,0.803575,-0.811711,0.088556,0.297627,-0.379992,-0.463089,-0.406938,0.944048,0.74523,-0.458498,0.338804,0.336306,-0.685316,-0.440979,0.61702,0.507875,-0.985354,0.201846,-0.121564,-0.297925,0.788891,-0.818277,0.336615,0.029508,0.31474,0.959749,-0.166943,-0.452071,0.225377,0.151916,-0.7939,-0.010014,-0.615189,0.078303,0.413363,0.79451,-0.065084,-0.360162,0.661636,-0.73153,0.677541,0.980237,0.368754,0.247178,0.017142,0.649304,-0.228913,-0.847813,0.803636,0.559803,-0.945677,-0.600732,-0.233338,0.233006,-0.637523,0.155814,0.980153,-0.929535,0.91362,-0.516276,-0.235538,-0.236791,0.166172,0.873083,-0.153147,-0.653462
vec-193,-0.664238,-0.306052,-0.536574,-0.232553,0.137362,-0.81427,-0.86915,0.64544,0.564871,-0.616251,0.353615,0.671549,0.586099,0.566883,-0.388912,-0.439115,0.261852,-0.702407,-0.995599,-0.15072,-0.644651,0.48936,-0.459682,-0.617369,0.611907,0.349092,0.077596,-0.539856,-0.52374,-0.582626,-0.258146,0.878142,0.475155,-0.237502,0.80506,-0.491196,-0.925435,-0.130685,0.616746,0.623871,-0.648544,-0.501821,0.12404,-0.232562,0.240444,-0.732898,-0.340461,-0.958353,-0.462023,-0.319948,0.665728,0.155235,-0.305208,0.948162,0.70513,0.267203,0.871894,0.613921,0.977392,0.217557,0.758276,0.842326,0.687056,0.731258,-0.502523,-0.14616,0.808614,0.747249,-0.156101,-0.346482,-0.354568,-0.807748,0.723774,-0.190285,-0.910397,-0.084186,0.605136,0.046067,-0.99094,0.524044,0.596339,-0.319554,-0.727252,0.017317,-0.089341,0.869123,0.97191,0.479144,0.221041,-0.19607,-0.245417,0.925743,-0.140601,0.178086,0.222581,-0.483572,-0.967198,0.401592,-0.084848,0.706705,0.284956,0.744365,0.733074,-0.133539,-0.897019,0.692559,0.242451,0.81637,-0.838413,0.926748,-0.570214,0.047199,0.592235,0.902183,0.864684,-0.103938,-0.326555,-0.039131,-0.283007,-0.13573,-0.348415,0.305238,-0.846853,0.455943,-0.155245,-0.959994,-0.808156,-0.01721
vec-194,-0.414938,0.12595,0.446409,-0.638596,-0.431827,-0.585026,0.931102,0.221393,0.279322,-0.130125,0.034246,-0.962707,0.95281,0.852703,-0.35159,0.818662,0.291426,0.56308,-0.182943,0.414819,0.581976,-0.541348,-0.313689,-0.908878,0.649648,0.49878,-0.471413,-0.644105,0.12198,-0.855798,0.662878,0.074119,-0.664363,-0.337734,-0.108595,-0.398675,-0.933415,-0.739894,-0.888606,0.724409,0.71853,0.077835,0.742587,0.997984,-0.144335,-0.655141,-0.247216,0.661843,0.028324,0.579171,0.25837,0.521182,-0.501264,0.29365,0.14594,0.517482,-0.185592,0.118575,-0.896459,-0.229275,-0.353847,-0.298412,-0.962109,0.679797,-0.956529,-0.841067,0.528254,-0.12145,0.156211,0.202164,-0.831882,0.613025,0.297044,-0.996932,-0.412108,0.841321,0.719309,-0.705141,0.736454,0.416226,-0.080667,0.048362,0.517973,-0.902455,-0.56753,-0.344904,-0.706638,0.890709,0.494716,-0.568736,-0.391911,-0.437482,0.257736,-0.48367,0.01734,0.195499,0.494417,0.437462,-0.534742,0.074434,0.34853,-0.698922,-0.555299,-0.120511,-0.156642,-0.046444,0.684424,0.804353,-0.103014,-0.560318,-0.751936,-0.106999,-0.440119,-0.285344,-0.076898,-0.143985,0.350404,0.780384,-0.223752,0.886402,-0.111008,-0.373677,-0.91772,0.228506,0.81898,0.82966,0.210907,0.627435
vec-195,-0.470068,-0.008409,0.546767,-0.251332,-0.45477,-0.426291,-0.521146,-0.429481,0.004871,-0.331435,0.174866,0.696883,-0.10775,-0.080608,-0.4925,0.651654,-0.945007,0.506475,-0.519948,-0.221413,-0.160217,-0.04936,-0.949956,0.744239,-0.954945,0.733153,-0.157499,-0.290617,-0.383749,-0.109696,-0.600558,-0.823466,-0.36582,-0.057631,-0.584606,0.553911,-0.88121,0.176721,0.577533,0.286699,-0.906977,0.702212,0.47695,0.592618,-0.254799,-0.285863,0.012481,-0.515664,-0.418991,-0.473217,-0.511668,0.966382,0.60098,0.309388,-0.154667,-0.507996,0.907662,0.827576,0.729838,-0.739733,-0.176764,0.967707,0.262596,0.830843,0.342214,-0.973042,0.915956,-0.479543,-0.942194,0.99908,0.473725,-0.859721,0.471225,0.629866,0.169829,0.506929,-0.276654,-0.15717,-0.842671,0.37887,0.195708,0.135393,0.471197,0.667096,0.987237,-0.826473,-0.796395,0.773463,0.004765,0.497752,-0.104356,0.858298,-0.196414,-0.846998,0.460332,-0.059232,-0.1499,-0.813981,0.285672,0.29582,0.022243,0.337859,-0.438672,-0.076883,0.167101,-0.200209,0.301797,0.563947,-0.2332,0.770876,0.41634,-0.968355,-0.254272,-0.733666,-0.191768,0.955902,0.172334,-0.966448,0.283808,-0.864401,0.436658,0.402767,0.383311,-0.992782,-0.639039,0.408743,-0.007241,0.816536
vec-196,0.710731,-0.368909,0.676352,0.360818,0.246283,-0.155338,0.829252,-0.865829,-0.89041,-0.865535,0.751341,0.063868,-0.247807,-0.383346,-0.384943,0.73523,-0.573572,0.181562,-0.819423,-0.092434,0.481299,-0.320832,-0.4777,-0.401535,-0.395109,-0.743595,-0.624045,0.211415,-0.435948,-0.966626,0.794383,0.747523,-0.667033,0.444014,0.566182,-0.038298,-0.548679,-0.285302,-0.835827,0.831553,0.363917,0.509564,-0.187425,-0.379812,0.734128,-0.006199,-0.395107,-0.592426,0.938749,0.837346,-0.84729,0.348632,-0.982675,-0.289317,-0.252224,-0.464929,0.889353,-0.163184,-0.363441,0.62943,-0.301476,0.901733,0.87133,0.55164,-0.27064,-0.664425,-0.762145,0.100755,-0.344263,0.753649,0.613462,-0.884228,0.154673,-0.392823,0.772385,0.587306,-0.848048,-0.658382,0.995918,0.958412,-0.339416,0.615302,0.679006,0.946003,-0.778796,-0.078569,0.515797,-0.644371,0.076074,0.884928,-0.805798,-0.559322,0.064987,0.909188,-0.8166,0.783057,0.530859,0.464679,0.985505,0.921035,-0.869939,-0.483598,-0.229641,-0.481769,0.407155,0.964059,-0.653901,0.829456,-0.794407,0.216532,-0.260049,-0.073379,0.682368,0.95615,0.693983,0.680833,0.471011,-0.79679,-0.873372,-0.37121,-0.055636,-0.613616,-0.818644,-0.825688,0.447458,-0.823758,-0.501083,-0.33532
vec-197,0.282227,-0.275114,0.69795,0.90454,-0.358544,-0.922017,-0.882228,-0.385376,-0.979475,-0.118098,-0.824098,0.42442,0.787407,0.233278,0.775999,-0.185466,0.227823,-0.393842,0.536108,-0.360467,-0.186446,0.67882,-0.135682,0.498625,-0.389146,0.975907,-0.392848,0.566171,0.483965,-0.632476,0.182024,-0.717282,0.877519,0.715374,0.195902,-0.317514,-0.889847,-0.386428,-0.835932,0.236247,0.467485,-0.794042,-0.161298,-0.790717,0.389549,-0.235109,0.281433,0.380043,-0.813433,-0.882253,0.507511,0.680404,0.40464,0.052873,-0.735171,0.328308,-0.732005,0.480107,-0.191004,-0.717209,0.648454,0.85011,-0.69611,-0.832563,0.621104,-0.288321,0.276073,-0.659002,0.564328,0.671316,0.136962,-0.237083,-0.707979,0.058156,0.262854,-0.006861,0.599262,0.416833,0.491511,-0.977755,0.137406,-0.721695,0.599306,0.266705,0.873965,0.267102,-0.015447,0.520127,0.102536,-0.08827,0.406918,-0.684199,-0.938989,0.920326,0.322016,0.825738,-0.465337,-0.320799,-0.013308,-0.742364,0.610123,0.113002,0.878551,-0.710504,-0.300704,-0.409517,-0.627467,0.434437,-0.910608,0.353783,0.023439,0.851011,0.285039,0.412994,-0.70516,0.263504,0.032017,-0.968129,-0.239793,-0.423928,-0.94264,0.58259,0.663507,-0.475705,-0.162982,-0.282776,-0.399128,-0.045788
vec-198,-0.09769,0.609287,0.38518,0.213974,-0.317869,0.436034,-0.953412,0.741249,0.269129,0.944105,0.168847,-0.339036,-0.215715,0.375621,-0.591525,-0.812463,-0.222142,0.25401,-0.291162,0.610518,-0.558885,0.117728,0.061686,0.853492,-0.114405,0.760147,-0.304811,0.394514,0.822645,0.226685,0.659176,-0.851862,-0.221294,0.917963,-0.166619,-0.744046,0.854957,0.686692,-0.95394,-0.823632,-0.804626,0.453832,-0.612941,-0.235619,0.84421,-0.036011,0.178243,0.330818,-0.105567,0.764414,0.507331,0.230797,-0.571362,-0.966647,-0.341458,0.519856,0.460553,0.713676,0.042111,0.595278,0.530593,0.459705,0.120239,0.901477,0.139076,-0.383921,0.178243,0.506971,-0.480769,0.617758,0.462154,0.914066,-0.533283,-0.119,0.121589,0.177048,0.76541,0.914626,-0.182321,-0.569894,-0.887409,0.128799,0.457426,-0.747811,0.460307,-0.013151,0.615657,-0.488305,0.021066,0.034136,0.629385,0.057441,0.540445,0.669426,-0.336543,0.377533,-0.701501,0.781838,-0.26488,0.327066,0.324856,0.327099,0.745275,-0.682299,0.812466,0.433808,0.80214,0.520273,-0.778434,-0.563332,-0.509061,-0.580663,-0.126421,0.019906,-0.314304,0.070356,-0.403948,0.884243,-0.155189,0.813296,0.278277,0.004764,0.221624,-0.201553,-0.352104,0.103328,-0.04074,-0.462398
vec-199,-0.438547,-0.349092,0.149683,-0.330554,-0.841301,-0.285172,-0.598668,0.875257,-0.355246,-0.310774,0.574583,-0.340494,0.257016,0.847532,0.40004,-0.022911,0.074898,-0.085292,-0.447132,0.933936,-0.87126,0.272227,0.941465,-0.228457,0.774645,0.857089,-0.142915,-0.353539,-0.759399,0.496384,-0.764367,0.234192,-0.01396,-0.485656,-0.551961,0.226257,-0.288815,-0.363413,0.535006,0.557299,-0.128339,0.773441,0.222755,-0.118801,0.197704,-0.524834,0.445251,0.82703,-0.900359,0.910827,-0.298075,0.008634,-0.632629,0.67014,-0.207995,-0.616657,-0.924722,0.517202,-0.345438,-0.0492,0.278603,-0.654896,-0.438436,-0.747495,-0.438471,0.0829,0.490215,-0.389381,0.325637,-0.665214,-0.236859,0.106594,0.135451,0.0398,-0.49192,0.309814,-0.901371,-0.834375,0.267537,0.012302,-0.932828,-0.983787,-0.592037,0.819979,0.107098,-0.856021,0.708664,0.740934,-0.122733,-0.515978,0.589121,0.053967,-0.19951,0.493742,-0.791346,-0.308159,-0.477571,-0.166342,-0.968455,-0.509903,-0.691518,-0.214098,0.230109,-0.125163,0.711584,0.86279,0.649391,-0.194199,0.40103,-0.008455,-0.903844,-0.334484,-0.58758,0.850358,0.705132,-0.402175,0.146771,-0.785829,0.381748,0.421195,0.642023,-0.301952,-0.111105,0.253075,0.365601,0.606039,-0.271138,-0.914853
vec-200,0.96223,0.758958,0.898503,0.9397,0.44531,0.699583,0.298016,0.312719,0.114166,0.721791,0.347155,-0.092023,0.749504,0.098045,-0.821318,-0.68257,-0.635214,-0.480357,0.884786,-0.258439,-0.044615,0.023997,-0.422857,-0.209152,-0.108378,0.219021,0.664391,0.662379,0.660272,-0.835628,0.562553,0.125153,0.139036,-0.79989,0.009745,-0.08783,-0.250711,-0.862957,0.145173,0.375985,-0.402129,0.586931,0.208031,-0.669577,-0.587983,-0.799379,0.835306,0.239825,-0.644314,0.518671,0.519908,0.034698,0.288186,0.325927,-0.048263,-0.12005,-0.131254,-0.241529,-0.361521,0.795781,-0.037182,-0.276711,-0.394015,0.225514,0.297284,0.416726,0.277294,-0.388165,0.967981,-0.136181,-0.058499,-0.014742,-0.327429,-0.178946,0.127355,0.901499,0.451848,0.660137,-0.468737,0.224983,0.79519,-0.026246,0.893218,0.387867,-0.403084,-0.774893,-0.578982,0.187485,-0.066758,0.988219,0.32798,-0.78042,0.899493,0.286898,-0.075313,0.717617,0.533,0.229123,-0.474339,0.326425,0.637294,0.318526,0.388469,-0.032487,-0.654102,0.885169,-0.063403,0.000963,-0.197418,-0.792275,-0.314782,0.296316,0.462458,-0.024404,-0.809539,0.067934,0.751072,-0.251815,-0.572007,0.330383,-0.696703,0.721407,0.072813,0.933476,-0.300964,-0.964694,0.550494,0.499753
vec-201,0.571513,0.673351,-0.028031,0.195609,0.665729,-0.275749,0.00317,0.307242,-0.195096,-0.689232,0.795852,0.061806,0.818167,0.25614,-0.764884,-0.613167,-0.664711,-0.57319,0.472124,0.574197,0.276167,-0.111921,-0.398834,-0.069972,-0.496755,0.613728,0.994183,-0.110823,0.432635,-0.491029,0.958145,0.338882,-0.02172,0.618715,0.64103,-0.508886,-0.418308,0.111942,0.427289,0.143811,0.989388,0.036403,-0.566496,0.87766,-0.254273,0.533166,-0.925841,-0.077041,-0.618073,0.649291,-0.798454,-0.844334,-0.304131,0.355609,0.318107,-0.921373,-0.79028,0.499409,0.880234,-0.079976,0.581155,-0.460579,-0.933113,0.085992,0.401458,-0.643804,0.058004,-0.372368,-0.804266,0.807731,-0.687808,0.498522,-0.26967,0.620845,-0.527299,0.099355,0.582922,0.170754,-0.109661,0.353712,-0.294119,-0.604116,-0.143127,0.999714,-0.263971,0.347613,-0.287908,0.054376,-0.184962,-0.0219,-0.091091,-0.734321,0.076662,-0.459819,-0.829251,-0.572738,0.601691,0.640546,0.506563,0.224184,-0.851179,-0.620877,0.207202,0.821551,-0.380225,-0.015002,-0.380488,0.228973,-0.135573,0.702132,0.845768,-0.372704,0.424535,0.45436,-0.171907,0.537251,0.768878,0.901388,-0.46394,0.926531,-0.607966,0.535288,0.946784,0.335121,0.328386,0.828346,0.347089,-0.543345
